,0
6210," insanların həyatı, sağlamlığı və ya yaşayış məntəqələrinin normal fəaliyyəti üçün təhlükə yaradan fövqəladə hallar, təbii fəlakətlər və qəzalar barədə dövlət orqanlarının informasiyalarının dərhal və pulsuz olaraq yayımlanmamasına;384"
6211,0
6212,4
6213, ətraf mühitin qorunmasına ziyan vuran hərəkətlərin təqdir olunmasına;384
6214,0
6215,5
6216, peyk vasitəsilə teleradio yayımı və kabel şəbəkəsi yayımı qaydalarının pozulmasına;384
6217,0
6218,6
6219," qanunun tələblərini pozmuş yayımçı ona tətbiq edilmiş müvafiq məsuliyyət tədbirinin məzmunu barədə məlumatı müəyyən edilmiş vaxt ərzində özünün televiziya və (və ya) radio kanalında yayımlamamasına görə-vəzifəli şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə, hüquqi şəxslər beş min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
6220,  Maddə 385
6221," Teleradio yayımı sahəsində lisenziyanın qayda və şərtlərinin pozulması Teleradio yayımı sahəsində lisenziyanın qayda və şərtlərinin pozulmasına görə-vəzifəli şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə, hüquqi şəxslər beş min manatdan səkkiz min manatadək məbləğdə cərimə edilir"
6222, Maddə 386
6223, Kino və videofilmlərin Filmlərin Dövlət Reyestrində qeydiyyata alınmadan yayımı və kütləvi nümayişi Kino və videofilmlərin Filmlərin Dövlət Reyestrində qeydiyyata alınmadan Azərbaycan Respublikasının ərazisində yayımına və kütləvi nümayiş etdirilməsinə görə- iki min manat məbləğində cərimə edilir
6224, Maddə 387
6225," Kütləvi informasiya vasitələrinə qanunsuz sponsorluq etmə Kütləvi informasiya vasitələrinə, o cümlədən teleradio verilişlərinin (proqramlarının) hazırlanmasında sponsorluqla bağlı “Televiziya və radio yayımı haqqında” və “Kütləvi informasiya vasitələri haqqında” Azərbaycan Respublikası qanunlarının tələblərinin pozulmasına görə-fiziki şəxslər min manatdan min beş yüz manatadək, vəzifəli şəxslər iki min beş yüz manatdan üç min beş yüz manatadək, hüquqi şəxslər səkkiz min manatdan on min manatadək məbləğdə cərimə edilir"
6226,[318][318] Maddə 388
6227," Media azadlığından və jurnalist hüququndan sui-istifadə etmə Media subyektinin redaksiyası (məsul redaktoru) və jurnalistlər tərəfindən media sahəsində fəaliyyət azadlığından və jurnalist hüququndan sui-istifadə etməyə, yəni açıqlanması qanunla qadağan edilən informasiyanı yaymağa və ya informasiya mənbəyini qanunla yol verilməyən hallarda açıqlamağa görə –fiziki şəxslər iki yüz manatdan üç yüz manatadək məbləğdə, vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək məbləğdə, hüquqi şəxslər iki min manatdan üç min manatadək məbləğdə cərimə edilir"
6228,[319][319] Maddə 388-1
6229," İnternet informasiya ehtiyatında və ya informasiya-telekommunikasiya şəbəkəsində yayılması qadağan edilən informasiyanın yerləşdirilməsi, habelə belə informasiyanın yerləşdirilməsinin qarşısının alınmaması[320][320] 388-1"
6230,1
6231," İnternet informasiya ehtiyatının və onun domen adının sahibi və ya informasiya-telekommunikasiya şəbəkəsinin istifadəçisi tərəfindən internet informasiya ehtiyatında yayılması qadağan edilən informasiyanın yerləşdirilməsi, habelə belə informasiyanın yerləşdirilməsinin qarşısının alınması ilə bağlı qanunvericiliyin tələblərinin pozulmasına, yəni:[321][321]388-1"
6232,1
6233,1
6234," informasiya ehtiyatında və ya informasiya-telekommunikasiya şəbəkəsində “İnformasiya, informasiyalaşdırma və informasiyanın mühafizəsi haqqında” Azərbaycan Respublikasının Qanunu ilə yayılması qadağan edilən informasiyanın yerləşdirilməsinə yol verilməsinə -388-1"
6235,1
6236,2
6237," internet informasiya ehtiyatında yerləşdirilmiş yayılması qadağan edilən informasiyanın götürülməsi ilə bağlı “İnformasiya, informasiyalaşdırma və informasiyanın mühafizəsi haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş tədbirlərin görülməməsinə görə -fiziki şəxslər beş yüz manatdan min manatadək, vəzifəli şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir, yaxud işin hallarına görə, xətanı törədənin şəxsiyyəti nəzərə alınmaqla, bir ayadək müddətə inzibati həbs tətbiq edilir, hüquqi şəxslər min beş yüz manatdan iki min manatadək məbləğdə cərimə edilir"
6238,[322][322]388-1
6239,2
6240," İnternet informasiya ehtiyatı “Yayılması qadağan edilən informasiyanın yerləşdirildiyi informasiya ehtiyatlarının Siyahısı”na daxil edildikdən dərhal sonra host provayder və internet provayderlər tərəfindən həmin internet informasiya ehtiyatına müraciətin məhdudlaşdırılmamasına görə -vəzifəli şəxslər min beş yüz manatdan iki min manatadək, hüquqi şəxslər iki min manatdan iki min beş yüz manatadək məbləğdə cərimə edilir"
6241,Qeyd: Bu Məcəllənin 388-1
6242,1
6243,1-ci maddəsi həmin maddədə göstərilən əməl Azərbaycan Respublikasının Cinayət Məcəlləsinin müvafiq maddələrinə əsasən cinayət məsuliyyətinə səbəb olmadıqda tətbiq edilir
6244, Maddə 388-2
6245, Uşaqların zərərli informasiyadan qorunması haqqında qanunvericiliyin pozulması[323][323] 388-2
6246,0
6247," Uşaqların zərərli informasiyadan qorunması haqqında qanunvericiliyin pozulmasına, yəni:388-2"
6248,0
6249,1
6250," uşaqlar arasında dövriyyəsi qadağan edilən informasiya məhsullarının uşaqların ola biləcəyi yerlərdə inzibati, texniki proqram və avadanlıq vasitələri tətbiq edilmədən yayılmasına;388-2"
6251,0
6252,2
6253," informasiya məhsulunun “Uşaqların zərərli informasiyadan qorunması haqqında” Azərbaycan Respublikasının Qanununda nəzərdə tutulmuş qaydada yaşa görə təsnifatlaşdırılmasını təmin etmədən, o cümlədən həmin Qanunla müəyyən edilmiş hallar istisna olmaqla informasiya məhsulunu müvafiq yaş kateqoriyasına uyğun işarələmədən ölkə ərazisində yayılmasına;388-2"
6254,0
6255,3
6256," informasiya məhsulunun yayımзıları tərəfindən televiziya yayımı, kino və video xidmətlərinin göstərilməsi zamanı hər bir informasiya məhsulunun nümayişindən əvvəl xüsusi kadrda (səhifədə) informasiya məhsulunun yaş kateqoriyasına uyğun işarəsinin və yaş məhdudiyyəti barədə, o cümlədən internet informasiya ehtiyatlarında informasiya məhsulunun uşaqlar arasında yayılmasını məhdudlaşdıran xəbərdarlığa dair mətnin yerləşdirilməməsinə;388-2"
6257,0
6258,4
6259," “18+” yaş kateqoriyasına aid informasiya məhsulu teleradio vasitəsilə yayımlanarkən bu informasiya məhsulunun yaş kateqoriyası haqqında xəbərdarlığı televiziya yayımı zamanı işarə, radio yayımı zamanı isə səsləndirmə ilə həyata keзirilməməsinə;388-2"
6260,0
6261,5
6262," uşaqlar üзün nəzərdə tutulan informasiya məhsullarında (telekommunikasiya şəbəkələri, o cümlədən internet şəbəkəsi vasitəsilə yayılan informasiya məhsulları və sellülar (mobil) rabitə şəbəkəsi də daxil olmaqla) onların zərərli informasiya məhsulunun hazırlanmasına cəlb edilməsi barədə elanların yerləşdirilməsinə;388-2"
6263,0
6264,6
6265," məhdud şəxslər dairəsində yayılması nəzərdə tutulan mətbu nəşrin birinci və sonuncu səhifəsində, зap məhsulunun və digər poliqrafik məhsulun üz və arxa qabığında uşaqlar arasında dövriyyəsi qadağan edilən informasiyanın əks olunmasına və ya həmin informasiya məhsulunun qablaşdırmadan yayılmasına;388-2"
6266,0
6267,7
6268," uşaqlar arasında dövriyyəsi qadağan edilən informasiya məhsulunun uşaqlar üзün nəzərdə tutulmuş təhsil müəssisələrində, tibb, sanatoriya-kurort, bədən tərbiyəsi və idman, mədəniyyət, istirahət və sağlamlaşdırma müəssisələrində və ya həmin müəssisələrin sərhədindən yüz əlli metrdən az olan məsafədə yayılmasına görə -fiziki şəxslər beş yüz manatdan min manatadək məbləğdə, vəzifəli şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə, hüquqi şəxslər üз min manatdan dörd min manatadək məbləğdə cərimə edilir"
6269, Maddə 389
6270," Statistik məlumatların verilməsi qaydalarının pozulması Statistik müşahidələrin aparılması üçün zəruri olan məlumatların təqdim edilməməsinə və ya vaxtında təqdim edilməməsinə, yaxud hesabatların təhrif edilməsinə görə-üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir"
6271,  Maddə 390
6272, Statistik sirrin yayılması 390
6273,1
6274," Statistik sirrin yayılmasına, yəni hüquqi şəxslərin (onların nümayəndəlik və filiallarının) və ya fiziki şəxslərin razılığı olmadan, onlar haqqında məlumatların bu məlumatlardan istifadə etməyə hüququ olmayan dövlət orqanlarına, müəssisələrə, təşkilatlara, yaxud fiziki şəxslərə verilməsinə görə-fiziki şəxslər yüz manatdan iki yüz manatadək məbləğdə, vəzifəli şəxslər üç yüz manatdan beş yüz manatadək məbləğdə, hüquqi şəxslər min manatdan iki min beş yüz manatadək məbləğdə cərimə edilir"
6275, 390
6276,2
6277," Statistik sirrin mətbuatda dərc olunmaqla yayılmasına görə-fiziki şəxslər iki yüz manatdan üç yüz manatadək məbləğdə, vəzifəli şəxslər beş yüz manatdan yeddi yüz manatadək məbləğdə, hüquqi şəxslər iki min manatdan üç min beş yüz manatadək məbləğdə cərimə edilir"
6278,  Maddə 391
6279, Milli arxiv fondu sahəsində qanunvericiliyin pozulması 391
6280,1
6281," Milli arxiv fondu sahəsində qanunvericiliyin tələblərinin pozulmasına, yəni:391"
6282,1
6283,1
6284," arxivlərin, arxiv fondlarının və sənəd kolleksiyalarının Milli arxiv fondunun tərkibinə daxil edilməsi, bu tərkibdən çıxarılması və ya məhv edilməsi qaydalarının pozulmasına;391"
6285,1
6286,2
6287," Milli arxiv fondunun mühafizəsi qaydalarının, habelə arxiv fondu sənədlərinin daimi mühafizə məqsədilə dövlət arxivlərinə təhvil verilməsinin “Milli arxiv fondu haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş müddətlərinin pozulmasına;391"
6288,1
6289,3
6290, arxiv fondlarının tərkibi və həcmi barədə məlumatların verilməsi formasının və müddətinin pozulmasına;391
6291,1
6292,4
6293," Milli arxiv fondu sənədlərindən istifadə qaydasının pozulmasına görə –xəbərdarlıq edilir və ya fiziki şəxslər əlli manatdan səksən manatadək məbləğdə, vəzifəli şəxslər üç yüz manatdan dörd yüz manatadək məbləğdə, hüquqi şəxslər min manatdan min beş yüz manatadək məbləğdə cərimə edilir"
6294,[324][324] Maddə 391-1
6295, Xüsusi notarius işləmiş şəxs tərəfindən notariat hərəkətləri barədə sənədlərin dövlət notariat arxivinə təhvil verilməməsi[325][325] Fəaliyyətinə xitam verilmiş xüsusi notarius tərəfindən aparılmış notariat hərəkətləri barədə sənədlərin bir ay müddətində dövlət notariat arxivinə təhvil verilməməsinə görə -üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir
6296, Maddə 392
6297," Kitabxanaların pulsuz məcburi nüsxələrlə təchizatı ilə bağlı tələblərin pozulması Kitabxanaların pulsuz məcburi nüsxələrlə təchizatı ilə bağlı “Kitabxana işi haqqında” Azərbaycan Respublikasının Qanunu ilə müəyyən edilmiş tələblərin pozulmasına görə -vəzifəli şəxslər iki yüz manat məbləğində, hüquqi şəxslər yeddi yüz manat məbləğində cərimə edilir"
6298," FƏSİL 33 Yaşayış sahələrindən istifadə, şəhərsalma, tikinti və abadlaşdırma qaydaları əleyhinə olan inzibati xətalar  Maddə 393"
6299, Yaşayış sahələrindən istifadə qaydalarının pozulması 393
6300,1
6301," Yaşayış sahələrində ümumi istifadə yerlərinin, pilləkən meydançalarının, liftlərin, evlərin girişlərinin, evyanı ərazilərin təmiz saxlanması qaydalarının pozulmasına görə -fiziki şəxslərə xəbərdarlıq edilir və ya onlar on manatdan iyirmi manatadək məbləğdə cərimə edilir, vəzifəli şəxslərə xəbərdarlıq edilir və ya onlar yüz manatdan yüz əlli manatadək məbləğdə cərimə edilir"
6302, 393
6303,2
6304," Yaşayış sahələrinin istifadə edilməsi və mühəndis avadanlığının istismar qaydalarının pozulmasına və ya bunların təsərrüfatsızlıqla saxlanmasına görə -fiziki şəxslərə xəbərdarlıq edilir və ya onlar iyirmi manatdan otuz manatadək məbləğdə cərimə edilir, vəzifəli şəxslərə xəbərdarlıq edilir və ya onlar üç yüz manatdan beş yüz manatadək məbləğdə cərimə edilir"
6305, 393
6306,3
6307," Yaşayış sahələrinin özbaşına yenidən qurulmasına və (və ya) yenidən planlaşdırılmasına, onlardan başqa məqsədlər üçün istifadəyə görə, əgər bu, şəxslərin hüquqlarını və qanuni mənafelərini pozursa və ya onların həyat və ya sağlamlığına real təhlükə yaradırsa -fiziki şəxslər üç yüz manatdan beş yüz manatadək məbləğdə, vəzifəli şəxslər min beş yüz manatdan iki min beş yüz manatadək məbləğdə cərimə edilir"
6308, 393
6309,4
6310," Yaşayış binalarının, onların avadanlığının və abadlıq obyektlərinin korlanmasına görə - fiziki şəxslər əlli manatdan yüz manatadək məbləğdə, vəzifəli şəxslər iki min manatdan iki min beş yüz manatadək məbləğdə cərimə edilir"
6311,  Maddə 393-1
6312, Mənzil qanunvericiliyinin pozulması[326][326] 393-1
6313,1
6314," Kooperativ binanın tikintisi və (və ya) yenidən qurulması tam başa çatdıqdan və həmin binada mövcud olan yaşayış və qeyri-yaşayış sahələrinin ümumi sayının əlli faizindən çoxuna mülkiyyət hüququ mənzil-tikinti kooperativinin üzvlərinə keçdikdən sonra bir ay müddətində mənzil-tikinti kooperativinin qanunla müəyyən olunmuş qaydada ləğvi və ya mənzil mülkiyyətçilərinin müştərək cəmiyyətinə çevrilməsi barədə qərar qəbul edilməməsinə və ya qəbul edilmiş həmin qərarla bağlı hüquqi şəxslərin qeydiyyatı haqqında qanunvericiliyə uyğun olaraq zəruri tədbirlərin görülməməsinə görə -vəzifəli şəxslər iki min manat məbləğində, hüquqi şəxslər beş min manat məbləğində cərimə edilir"
